Position,Context,Actual_Token,Actual_Probability,Surprisal_Bits,Rank_in_Top10,Top1_Token,Top1_Prob,Top2_Token,Top2_Prob,Top3_Token,Top3_Prob,Top4_Token,Top4_Prob,Top5_Token,Top5_Prob,Top6_Token,Top6_Prob,Top7_Token,Top7_Prob,Top8_Token,Top8_Prob,Top9_Token,Top9_Prob,Top10_Token,Top10_Prob
47,KLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGH,'IJ',0.999648,0.001,1,'IJ',0.999648,'J',0.000208,'IK',0.000025,'I',0.000020,'IA',0.000014,'JJ',0.000012,'IS',0.000005,'IR',0.000005,'IB',0.000004,'IZ',0.000003
48,MNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJ,'K',0.998949,0.002,1,'K',0.998949,'k',0.000205,'L',0.000140,'J',0.000073,'H',0.000050,'KR',0.000048,'M',0.000046,'KE',0.000034,'W',0.000028,'KK',0.000028
49,NOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJK,'LM',0.999683,0.000,1,'LM',0.999683,'L',0.000089,'M',0.000034,'LS',0.000021,'ML',0.000015,' LM',0.000013,'LT',0.000010,'LB',0.000010,'DL',0.000008,'LA',0.000007
50,PQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLM,'N',0.997739,0.003,1,'N',0.997739,'NP',0.000548,'n',0.000212,'NS',0.000141,'NE',0.000131,'NA',0.000101,'M',0.000092,'NN',0.000090,'ND',0.000063,'NT',0.000051
51,QRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMN,'OP',0.999453,0.001,1,'OP',0.999453,'OC',0.000053,'OM',0.000043,'O',0.000036,'op',0.000034,'IP',0.000027,'EP',0.000018,'OB',0.000018,'ON',0.000015,'\n',0.000015
52,STUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOP,'Q',0.995527,0.006,1,'Q',0.995527,'R',0.001411,' Q',0.000248,'H',0.000200,'T',0.000193,'\n',0.000174,'W',0.000148,'I',0.000121,'q',0.000119,'P',0.000111
53,TUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQ,'R',0.993584,0.009,1,'R',0.993584,'Q',0.000867,'S',0.000824,'T',0.000528,'D',0.000308,'C',0.000303,'P',0.000297,'L',0.000271,'W',0.000198,'I',0.000185
54,UVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQR,'ST',0.994823,0.007,1,'ST',0.994823,' ST',0.000409,'SC',0.000335,'\n',0.000281,'V',0.000260,'STR',0.000196,'st',0.000149,'St',0.000134,'SL',0.000128,'SP',0.000100
55,WXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRST,'U',0.997957,0.003,1,'U',0.997957,'V',0.000218,'M',0.000149,'W',0.000093,'A',0.000084,'UA',0.000061,'S',0.000061,'UB',0.000056,'Y',0.000055,'UU',0.000052
56,XYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTU,'VW',0.999684,0.000,1,'VW',0.999684,'V',0.000068,'XY',0.000049,'W',0.000040,'WM',0.000018,'WC',0.000016,'VA',0.000012,'VC',0.000009,'WE',0.000008,'VE',0.000007
57,ZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVW,'XY',0.997307,0.004,1,'XY',0.997307,'VW',0.001570,'Y',0.000355,'X',0.000153,'Z',0.000122,'ZZ',0.000094,' XY',0.000062,'V',0.000038,'XXXX',0.000020,'ZX',0.000020
58,BCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXY,'Z',0.996413,0.005,1,'Z',0.996413,'X',0.000412,'ZZ',0.000321,'J',0.000288,'W',0.000248,'Y',0.000177,'\n',0.000166,'N',0.000121,'T',0.000108,'I',0.000095
59,CDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ,'ABC',0.771733,0.374,1,'ABC',0.771733,' ABC',0.045945,'\n',0.019125,'abc',0.018767,"'""'",0.008882,'<|endoftext|>',0.006930,'DEF',0.006320,'AB',0.003667,'\n\n',0.003487,'B',0.001965
60,FGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABC,'DEF',0.999281,0.001,1,'DEF',0.999281,'DF',0.000243,'DE',0.000080,'F',0.000034,'\n',0.000022,'D',0.000019,'STR',0.000014,'END',0.000010,'WR',0.000008,'Def',0.000007
61,IJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEF,'GH',0.997223,0.004,1,'GH',0.997223,'H',0.001017,'G',0.000499,'MH',0.000102,'HE',0.000095,'GF',0.000086,'HR',0.000058,'F',0.000046,'GE',0.000032,'HF',0.000031
62,KLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGH,'IJ',0.999553,0.001,1,'IJ',0.999553,'J',0.000261,'IK',0.000037,'I',0.000023,'IA',0.000016,'JJ',0.000015,'IS',0.000009,'IR',0.000006,'IB',0.000005,'IZ',0.000004
63,MNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJ,'K',0.998757,0.002,1,'K',0.998757,'L',0.000186,'k',0.000185,'J',0.000095,'H',0.000069,'M',0.000063,'KR',0.000053,'KE',0.000046,'W',0.000038,'I',0.000030
64,NOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJK,'LM',0.999395,0.001,1,'LM',0.999395,'L',0.000153,'M',0.000069,'LS',0.000039,' LM',0.000029,'ML',0.000023,'LB',0.000018,'LT',0.000015,'DL',0.000013,'LA',0.000012
65,PQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLM,'N',0.997330,0.004,1,'N',0.997330,'NP',0.000603,'n',0.000242,'NS',0.000153,'NE',0.000151,'M',0.000117,'NA',0.000110,'NN',0.000089,'ND',0.000074,'NT',0.000062
66,QRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMN,'OP',0.999373,0.001,1,'OP',0.999373,'OC',0.000066,'OM',0.000055,'O',0.000042,'IP',0.000028,'op',0.000027,'EP',0.000024,'OB',0.000021,'ON',0.000018,'OL',0.000017
67,STUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOP,'Q',0.995776,0.006,1,'Q',0.995776,'R',0.001072,'H',0.000230,' Q',0.000213,'T',0.000206,'\n',0.000171,'W',0.000139,'P',0.000135,'I',0.000125,'J',0.000119
68,TUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQ,'R',0.992311,0.011,1,'R',0.992311,'S',0.000922,'Q',0.000897,'T',0.000727,'D',0.000381,'L',0.000360,'P',0.000344,'C',0.000342,'W',0.000243,'I',0.000235
69,UVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQR,'ST',0.994956,0.007,1,'ST',0.994956,'SC',0.000358,' ST',0.000326,'V',0.000274,'\n',0.000258,'STR',0.000174,'SL',0.000132,'st',0.000126,'St',0.000116,'SP',0.000105
70,WXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRST,'U',0.998008,0.003,1,'U',0.998008,'V',0.000243,'M',0.000158,'W',0.000082,'A',0.000079,'UA',0.000060,'UN',0.000055,'Y',0.000053,'UV',0.000053,'S',0.000052
71,XYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTU,'VW',0.999635,0.001,1,'VW',0.999635,'V',0.000081,'XY',0.000051,'W',0.000044,'WC',0.000019,'WM',0.000017,'VA',0.000013,'VC',0.000012,'VE',0.000011,'WE',0.000010
72,ZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVW,'XY',0.997306,0.004,1,'XY',0.997306,'VW',0.001563,'Y',0.000388,'X',0.000162,'Z',0.000113,'ZZ',0.000085,'V',0.000045,' XY',0.000045,'ZX',0.000020,'XX',0.000018
73,BCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXY,'Z',0.995969,0.006,1,'Z',0.995969,'X',0.000505,'ZZ',0.000297,'J',0.000296,'W',0.000275,'Y',0.000247,'\n',0.000164,'N',0.000136,'T',0.000135,'I',0.000124
74,CDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ,'ABC',0.871519,0.198,1,'ABC',0.871519,' ABC',0.035876,'abc',0.012562,'\n',0.007847,'DEF',0.004618,"'""'",0.004281,'<|endoftext|>',0.003538,'AB',0.002621,'\n\n',0.001583,'B',0.001130
75,FGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABC,'DEF',0.999289,0.001,1,'DEF',0.999289,'DF',0.000263,'DE',0.000081,'F',0.000034,'\n',0.000018,'D',0.000016,'END',0.000011,'STR',0.000011,'IF',0.000007,'WR',0.000007
76,IJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEF,'GH',0.996498,0.005,1,'GH',0.996498,'H',0.001321,'G',0.000568,'MH',0.000134,'HE',0.000126,'GF',0.000119,'HR',0.000069,'F',0.000057,'HF',0.000045,'GE',0.000043
77,KLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGH,'IJ',0.999505,0.001,1,'IJ',0.999505,'J',0.000284,'IK',0.000045,'I',0.000026,'IA',0.000017,'JJ',0.000015,'IS',0.000012,'IR',0.000007,'IB',0.000005,'IZ',0.000005
78,MNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJ,'K',0.998620,0.002,1,'K',0.998620,'L',0.000226,'k',0.000171,'J',0.000107,'H',0.000084,'M',0.000080,'KE',0.000056,'KR',0.000053,'W',0.000044,'I',0.000035
79,NOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJK,'LM',0.999004,0.001,1,'LM',0.999004,'L',0.000231,'M',0.000116,'LS',0.000062,' LM',0.000052,'ML',0.000030,'LB',0.000028,'LT',0.000021,'LA',0.000020,'DL',0.000019
80,PQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLM,'N',0.997038,0.004,1,'N',0.997038,'NP',0.000637,'n',0.000255,'NE',0.000166,'NS',0.000165,'M',0.000133,'NA',0.000123,'NN',0.000083,'ND',0.000078,'NT',0.000072
81,QRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMN,'OP',0.999280,0.001,1,'OP',0.999280,'OC',0.000080,'OM',0.000067,'O',0.000051,'IP',0.000029,'EP',0.000028,'OB',0.000026,'op',0.000021,'ON',0.000021,'AP',0.000020
82,STUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOP,'Q',0.995921,0.006,1,'Q',0.995921,'R',0.000856,'H',0.000244,'T',0.000216,' Q',0.000176,'\n',0.000160,'P',0.000155,'W',0.000136,'I',0.000131,'J',0.000127
83,TUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQ,'R',0.991448,0.012,1,'R',0.991448,'S',0.000961,'Q',0.000898,'T',0.000894,'L',0.000435,'D',0.000430,'P',0.000366,'C',0.000360,'I',0.000273,'W',0.000267
84,UVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQR,'ST',0.995328,0.007,1,'ST',0.995328,'SC',0.000355,' ST',0.000279,'V',0.000250,'\n',0.000226,'STR',0.000158,'SL',0.000127,'St',0.000110,'st',0.000108,'SP',0.000094
85,WXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRST,'U',0.998103,0.003,1,'U',0.998103,'V',0.000241,'M',0.000158,'A',0.000076,'W',0.000071,'UN',0.000058,'UA',0.000056,'UV',0.000052,'Y',0.000051,'O',0.000050
86,XYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTU,'VW',0.999597,0.001,1,'VW',0.999597,'V',0.000091,'XY',0.000054,'W',0.000047,'WC',0.000021,'WM',0.000017,'VA',0.000014,'VC',0.000014,'VE',0.000014,'WE',0.000011
87,ZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVW,'XY',0.997613,0.003,1,'XY',0.997613,'VW',0.001320,'Y',0.000383,'X',0.000156,'Z',0.000099,'ZZ',0.000072,'V',0.000046,' XY',0.000036,'ZX',0.000019,'XX',0.000017
88,BCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXY,'Z',0.995782,0.006,1,'Z',0.995782,'X',0.000552,'J',0.000301,'W',0.000279,'Y',0.000276,'ZZ',0.000265,'T',0.000158,'\n',0.000155,'N',0.000145,'I',0.000144
89,CDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ,'ABC',0.902254,0.148,1,'ABC',0.902254,' ABC',0.032433,'abc',0.009518,'\n',0.005151,'DEF',0.003822,"'""'",0.002703,'<|endoftext|>',0.002552,'AB',0.002122,'\n\n',0.001058,'B',0.000847
90,FGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABC,'DEF',0.999282,0.001,1,'DEF',0.999282,'DF',0.000275,'DE',0.000086,'F',0.000035,'\n',0.000016,'D',0.000015,'END',0.000012,'STR',0.000009,'IF',0.000008,'WR',0.000007
91,IJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEF,'GH',0.996095,0.006,1,'GH',0.996095,'H',0.001493,'G',0.000600,'MH',0.000153,'HE',0.000141,'GF',0.000137,'HR',0.000075,'F',0.000062,'HF',0.000055,'GE',0.000050
