Position,Context,Actual_Token,Actual_Probability,Surprisal_Bits,Rank_in_Top10,Top1_Token,Top1_Prob,Top2_Token,Top2_Prob,Top3_Token,Top3_Prob,Top4_Token,Top4_Prob,Top5_Token,Top5_Prob,Top6_Token,Top6_Prob,Top7_Token,Top7_Prob,Top8_Token,Top8_Prob,Top9_Token,Top9_Prob,Top10_Token,Top10_Prob
45,incididunt ut labore et dolore magna aliqua. Ut en,'im',0.994462,0.008,1,'im',0.994462,'i',0.001347,'iqu',0.000385,'ima',0.000334,'o',0.000220,'u',0.000167,'am',0.000153,'iam',0.000132,'oc',0.000130,'us',0.000121
46,cididunt ut labore et dolore magna aliqua. Ut enim,' ad',0.012934,6.273,9,"','",0.031972,' e',0.031800,' et',0.026764,' qu',0.024314,' d',0.023924,' al',0.015281,' in',0.015026,' ex',0.014737,' ad',0.012934,' non',0.012159
47,idunt ut labore et dolore magna aliqua. Ut enim ad,' minim',0.005107,7.613,not_in_top10,' loc',0.072808,' e',0.032354,' inf',0.029288,' hoc',0.028714,' qu',0.023856,' lib',0.016147,' lit',0.012402,' es',0.008327,' al',0.008108,' ',0.007831
48,ut labore et dolore magna aliqua. Ut enim ad minim,' ven',0.053268,4.231,3,'us',0.108042,'is',0.098890,' ven',0.053268,"','",0.044447,'em',0.031045,'um',0.027788,'os',0.027618,' ex',0.027109,' ad',0.023467,' e',0.016516
49,abore et dolore magna aliqua. Ut enim ad minim ven,'iam',0.338811,1.561,1,'iam',0.338811,'ire',0.149100,'et',0.045668,'ere',0.033531,'is',0.032240,'i',0.031849,'us',0.027833,'em',0.023462,'it',0.020736,'ant',0.016821
50,re et dolore magna aliqua. Ut enim ad minim veniam,"','",0.153114,2.707,1,"','",0.153114,'.',0.052716,' et',0.036971,' in',0.035809,' d',0.023032,' ad',0.022073,' al',0.019039,' n',0.016569,' ut',0.015472,' e',0.014249
51,"e et dolore magna aliqua. Ut enim ad minim veniam,",' qu',0.099554,3.328,1,' qu',0.099554,' ut',0.083847,' sed',0.067237,' et',0.060642,' d',0.040616,' si',0.023988,' in',0.018896,' non',0.017513,' qui',0.016401,' con',0.013798
52,"t dolore magna aliqua. Ut enim ad minim veniam, qu",'is',0.200024,2.322,1,'is',0.200024,'id',0.190893,'od',0.183908,'ia',0.157600,'ae',0.104999,'idem',0.029917,'a',0.018731,'am',0.015632,'ibus',0.014668,'em',0.010645
53,"dolore magna aliqua. Ut enim ad minim veniam, quis",' nost',0.009360,6.739,not_in_top10,'que',0.097054,' d',0.049452,' qu',0.043031,' e',0.027143,' non',0.020440,' ut',0.017988,'qu',0.016662,' est',0.014247,' al',0.013510,"','",0.013062
54,"e magna aliqua. Ut enim ad minim veniam, quis nost",'r',0.130555,2.937,4,'rum',0.181602,'ri',0.172819,'ra',0.168305,'r',0.130555,'ro',0.118933,'ris',0.107276,'ros',0.039854,'ram',0.020836,'rat',0.004929,'re',0.004651
55," magna aliqua. Ut enim ad minim veniam, quis nostr",'ud',0.129448,2.950,1,'ud',0.129448,'atus',0.065166,'ilo',0.056302,'unt',0.049004,'ati',0.048932,'um',0.041330,'æ',0.041191,'ata',0.037434,'uta',0.020711,'ument',0.019686
56,"agna aliqua. Ut enim ad minim veniam, quis nostrud",' exerc',0.504967,0.986,1,' exerc',0.504967,'is',0.072956,'it',0.027481,'unt',0.025565,'ibus',0.014080,'am',0.012788,'atur',0.012525,'us',0.011550,' qu',0.010716,'et',0.009871
57,"liqua. Ut enim ad minim veniam, quis nostrud exerc",'itation',0.318602,1.650,1,'itation',0.318602,'it',0.190506,'iter',0.090048,'itus',0.042494,'is',0.024192,'itate',0.021765,'ice',0.017588,'itant',0.015568,'ite',0.014789,'isse',0.013893
58,"Ut enim ad minim veniam, quis nostrud exercitation",' u',0.002714,8.525,not_in_top10,"','",0.074169,' et',0.048755,'em',0.035203,'e',0.031618,' d',0.029374,' ad',0.027641,' ut',0.027257,'.',0.020351,' e',0.016762,' vel',0.015912
59," enim ad minim veniam, quis nostrud exercitation u",'ll',0.532601,0.909,1,'ll',0.532601,'bi',0.164395,'x',0.146860,'re',0.023477,'lla',0.020805,'llo',0.007013,'mp',0.006489,'it',0.004899,'ma',0.004755,'pp',0.004570
60,"nim ad minim veniam, quis nostrud exercitation ull",'am',0.715620,0.483,1,'am',0.715620,'um',0.085991,'us',0.055445,'ama',0.015854,'is',0.007315,'icit',0.007191,'imus',0.005820,'ic',0.005392,'it',0.005244,'os',0.005160
61,"m ad minim veniam, quis nostrud exercitation ullam",'co',0.000036,14.766,not_in_top10,' ad',0.052744,"','",0.043071,' d',0.034036,' qu',0.025297,' et',0.025195,' in',0.023285,' al',0.015856,' non',0.012521,' e',0.011621,'.',0.011448
62,"ad minim veniam, quis nostrud exercitation ullamco",' labor',0.000629,10.634,not_in_top10,"','",0.095948,' et',0.030813,' ad',0.018053,'.',0.016951,' s',0.016730,' d',0.015606,' al',0.014313,' qu',0.013061,' in',0.013060,' nost',0.013048
63,"im veniam, quis nostrud exercitation ullamco labor",'is',0.174225,2.521,1,'is',0.174225,'am',0.101862,'um',0.085691,'us',0.084709,'em',0.066923,'at',0.065849,'ato',0.041754,'ibus',0.036459,'ar',0.028938,'a',0.027466
64," veniam, quis nostrud exercitation ullamco laboris",' n',0.005953,7.392,not_in_top10,"','",0.160836,'.',0.071925,' et',0.051825,' d',0.020121,' e',0.018912,' in',0.017269,' qu',0.014541,' ut',0.014031,' vel',0.013965,' nost',0.009575
65,"eniam, quis nostrud exercitation ullamco laboris n",'isi',0.401033,1.318,1,'isi',0.401033,'unc',0.181155,'atur',0.148544,'ol',0.030431,'am',0.024257,'el',0.015047,'omen',0.013857,'atum',0.009703,'olo',0.008240,'ac',0.007273
66,"am, quis nostrud exercitation ullamco laboris nisi",' ut',0.011934,6.389,10,"','",0.082770,' qu',0.031747,'.',0.027040,' in',0.026906,' s',0.025120,' d',0.023108,' et',0.020534,' sit',0.013392,' non',0.012179,' ut',0.011934
67, quis nostrud exercitation ullamco laboris nisi ut,' al',0.016199,5.948,7,' d',0.031026,' e',0.029399,' ut',0.024052,' in',0.023723,' qu',0.016872,"','",0.016766,' al',0.016199,' lab',0.012555,' ill',0.011002,' s',0.010182
68,is nostrud exercitation ullamco laboris nisi ut al,'iqu',0.971065,0.042,1,'iqu',0.971065,'iquid',0.009900,'ia',0.002659,'io',0.002098,'ius',0.001852,'iter',0.001542,'ium',0.001422,'ic',0.001014,'ior',0.000695,'iment',0.000669
69,nostrud exercitation ullamco laboris nisi ut aliqu,'ip',0.001207,9.694,not_in_top10,'am',0.284792,'a',0.262998,'is',0.069152,'ando',0.043631,'o',0.040578,'em',0.036148,'um',0.025058,'i',0.019323,'ibus',0.016272,'od',0.015705
70,strud exercitation ullamco laboris nisi ut aliquip,' ex',0.000736,10.408,not_in_top10,'is',0.063241,'.',0.062864,'i',0.048748,'us',0.043317,'it',0.033514,"','",0.032222,'os',0.025016,'ius',0.023155,'a',0.020884,'so',0.015142
71,ud exercitation ullamco laboris nisi ut aliquip ex,' e',0.056758,4.139,1,' e',0.056758,' part',0.032199,' mach',0.031890,'tern',0.026724,' post',0.022254,' ante',0.016672,' n',0.015002,' qu',0.013105,'e',0.012827,' loc',0.011433
72, exercitation ullamco laboris nisi ut aliquip ex e,'a',0.113383,3.141,3,'ius',0.232667,'um',0.118083,'a',0.113383,'am',0.084936,'o',0.051147,'os',0.041741,'is',0.035251,'u',0.028927,'adem',0.026981,'i',0.021654
73,exercitation ullamco laboris nisi ut aliquip ex ea,' commod',0.037192,4.749,2,"','",0.054761,' commod',0.037192,' non',0.035700,'.',0.028394,' fac',0.019579,' et',0.014450,' qu',0.014255,' in',0.012432,' mag',0.010479,' e',0.010114
74,ation ullamco laboris nisi ut aliquip ex ea commod,'o',0.831260,0.267,1,'o',0.831260,'i',0.038481,'ore',0.027103,'it',0.022227,'a',0.010746,'us',0.006919,'itas',0.006656,'ific',0.005292,'os',0.004393,'ores',0.003139
75,tion ullamco laboris nisi ut aliquip ex ea commodo,' consequ',0.005182,7.592,not_in_top10,'.',0.139068,"','",0.128312,' et',0.028837,' e',0.023149,' qu',0.021127,' non',0.017431,' d',0.017068,' in',0.015964,' s',0.012740,' al',0.011496
76,amco laboris nisi ut aliquip ex ea commodo consequ,'at',0.201456,2.311,2,'ent',0.320152,'at',0.201456,'atur',0.042078,'it',0.032167,'et',0.030778,'unt',0.025612,'ens',0.022780,'ente',0.021805,'ant',0.021353,'i',0.017932
77,co laboris nisi ut aliquip ex ea commodo consequat,'.',0.264875,1.917,1,'.',0.264875,"','",0.176948,' in',0.025235,' non',0.018458,' et',0.018392,' e',0.017557,' d',0.015310,'ur',0.015269,' ut',0.013766,':',0.013231
78,o laboris nisi ut aliquip ex ea commodo consequat.,' Du',0.004357,7.842,not_in_top10,'\n',0.138721,' Et',0.037264,' Qu',0.034487,' D',0.025979,' N',0.024755,' Ut',0.023659,' Sed',0.021272,' In',0.017567,' Cum',0.015144,' E',0.014563
79,aboris nisi ut aliquip ex ea commodo consequat. Du,'is',0.233256,2.100,1,'is',0.233256,'i',0.050774,'od',0.027899,'os',0.024685,'us',0.023647,' con',0.020118,'j',0.017620,'ius',0.017336,'um',0.015804,"','",0.013164
80,oris nisi ut aliquip ex ea commodo consequat. Duis,' a',0.006367,7.295,not_in_top10,"','",0.049926,' qu',0.030344,' et',0.029256,'que',0.024951,' e',0.021591,' d',0.021285,' al',0.019740,' nec',0.012413,' ex',0.012075,' non',0.011879
81,is nisi ut aliquip ex ea commodo consequat. Duis a,'ute',0.001475,9.405,not_in_top10,'et',0.102412,'uctor',0.075513,'equ',0.028547,'us',0.026773,'unt',0.011728,' non',0.011522,' s',0.011203,'ec',0.010266,' quo',0.010133,' qu',0.009972
82,nisi ut aliquip ex ea commodo consequat. Duis aute,' ir',0.001137,9.781,not_in_top10,'ur',0.381352,"','",0.035972,' et',0.021241,' el',0.011161,' qu',0.010435,'re',0.010233,' un',0.010169,' am',0.009212,' d',0.008743,' al',0.008141
83,i ut aliquip ex ea commodo consequat. Duis aute ir,'ure',0.003778,8.048,not_in_top10,'ret',0.056299,'am',0.041164,'rum',0.037312,'a',0.035403,'um',0.033429,'ides',0.031798,'us',0.024808,'se',0.019543,'is',0.019324,'reg',0.018469
84,t aliquip ex ea commodo consequat. Duis aute irure,' d',0.010952,6.513,not_in_top10,"','",0.091613,'re',0.052663,'m',0.031253,' et',0.025607,' in',0.016467,' vel',0.015867,' al',0.015575,'.',0.013324,' ut',0.013024,'c',0.012955
85,aliquip ex ea commodo consequat. Duis aute irure d,'olor',0.530645,0.914,1,'olor',0.530645,'ol',0.187486,'ix',0.056597,'ic',0.019738,'uc',0.019657,'it',0.019335,'icit',0.015372,'ut',0.013305,'ul',0.012750,'um',0.010752
86,uip ex ea commodo consequat. Duis aute irure dolor,' in',0.042028,4.573,2,' sit',0.783953,' in',0.042028,"','",0.017727,' me',0.005865,' al',0.004959,' am',0.004101,' mag',0.003977,' e',0.003720,' est',0.003031,' con',0.002930
87, ex ea commodo consequat. Duis aute irure dolor in,' rep',0.001088,9.844,not_in_top10,' loc',0.044330,' e',0.038346,'im',0.015889,' mod',0.014914,'mod',0.013980,' ut',0.013744,' vel',0.013731,' quo',0.012864,'iqu',0.012861,' un',0.012743
88,ea commodo consequat. Duis aute irure dolor in rep,'re',0.053714,4.219,6,'ose',0.237024,'ug',0.099154,'rehend',0.088921,'ute',0.066860,'rim',0.063169,'re',0.053714,'res',0.032845,'ress',0.029262,'ud',0.029013,'ris',0.024515
89, commodo consequat. Duis aute irure dolor in repre,'he',0.176090,2.506,1,'he',0.176090,'-',0.056666,'hen',0.053621,'hend',0.034300,"','",0.026508,'bus',0.024193,'ch',0.020684,'xit',0.020139,'u',0.019709,'go',0.017619
90,ommodo consequat. Duis aute irure dolor in reprehe,'nder',0.877948,0.188,1,'nder',0.877948,'nd',0.020992,'ndum',0.015387,'ar',0.010267,'rent',0.008787,'nda',0.005034,'du',0.004447,'arse',0.003343,'ber',0.002428,'ros',0.002344
91,do consequat. Duis aute irure dolor in reprehender,'it',0.198480,2.333,2,'unt',0.325425,'it',0.198480,'at',0.075877,'atur',0.025376,"','",0.017494,'t',0.016109,'a',0.015076,'um',0.012146,'am',0.010930,'is',0.010011
92, consequat. Duis aute irure dolor in reprehenderit,' in',0.017536,5.834,5,"','",0.300515,'.',0.119905,'ur',0.043070,' et',0.023114,' in',0.017536,' e',0.013515,' a',0.013033,' ut',0.012087,' d',0.011945,' qu',0.011329
93,nsequat. Duis aute irure dolor in reprehenderit in,' vol',0.008284,6.915,not_in_top10,' e',0.032322,' vel',0.019797,' ut',0.017668,' loc',0.016846,' ex',0.013109,' quo',0.011022,' d',0.010614,' qu',0.010385,' un',0.010131,' sed',0.010018
94,uat. Duis aute irure dolor in reprehenderit in vol,'upt',0.860144,0.217,1,'upt',0.860144,'u',0.028976,'unt',0.027518,'le',0.010449,'uit',0.006787,'ut',0.006726,'uer',0.006335,'um',0.006297,'us',0.005838,'o',0.003257
95,. Duis aute irure dolor in reprehenderit in volupt,'ate',0.017368,5.847,not_in_top10,'atem',0.281528,'us',0.114342,'a',0.088406,'atus',0.051414,'u',0.031588,'am',0.027817,'at',0.024057,'as',0.022812,'ur',0.022079,'atis',0.020816
96,uis aute irure dolor in reprehenderit in voluptate,' vel',0.023868,5.389,5,"','",0.100517,'.',0.050808,' et',0.040003,' e',0.026433,' vel',0.023868,' qu',0.016079,' a',0.015975,' in',0.014842,' al',0.014393,' mag',0.011533
97,aute irure dolor in reprehenderit in voluptate vel,'it',0.144555,2.790,1,'it',0.144555,'ut',0.026090,'is',0.026085,' e',0.020451,'itis',0.019599,'ius',0.017751,'le',0.016845,'um',0.014111,' qu',0.014109,'que',0.012182
98,te irure dolor in reprehenderit in voluptate velit,' es',0.002089,8.903,not_in_top10,"','",0.229445,'.',0.156352,'ur',0.038790,' et',0.021161,' in',0.020069,' e',0.011491,' ut',0.010274,' d',0.010236,' qu',0.010166,' a',0.009197
99,irure dolor in reprehenderit in voluptate velit es,'se',0.972807,0.040,1,'se',0.972807,'que',0.004011,'sem',0.003569,'pe',0.003531,"','",0.001248,' pe',0.000748,' s',0.000690,'ce',0.000587,'pa',0.000550,' et',0.000423
100,ure dolor in reprehenderit in voluptate velit esse,' c',0.005994,7.382,not_in_top10,"','",0.137649,'.',0.107150,' d',0.018286,' al',0.016268,' qu',0.016259,' in',0.014567,' s',0.014145,' e',0.013616,' vel',0.011681,' et',0.010909
101,e dolor in reprehenderit in voluptate velit esse c,'ill',0.000872,10.164,not_in_top10,'ui',0.177220,'eter',0.103689,'et',0.065332,'unct',0.049260,'ed',0.033315,'in',0.021635,'ela',0.017484,'ern',0.015135,'ic',0.011065,'ep',0.010844
102,olor in reprehenderit in voluptate velit esse cill,'um',0.197642,2.339,1,'um',0.197642,'ic',0.079578,'is',0.067188,'icit',0.061704,'ibus',0.056998,'os',0.041815,'io',0.041655,'us',0.025449,'iqu',0.021833,'ium',0.020562
103,or in reprehenderit in voluptate velit esse cillum,' d',0.030162,5.051,4,"','",0.079116,'.',0.058431,' et',0.042666,' d',0.030162,' in',0.029061,' al',0.022709,' qu',0.020680,' e',0.017994,' ad',0.016455,' non',0.016112
104, in reprehenderit in voluptate velit esse cillum d,'ol',0.442971,1.175,2,'olor',0.444311,'ol',0.442971,'um',0.014403,'ul',0.013093,'ix',0.006738,'uc',0.006649,'ic',0.004835,'ut',0.004722,'unt',0.002650,'it',0.002162
105,n reprehenderit in voluptate velit esse cillum dol,'ore',0.543078,0.881,1,'ore',0.543078,'orem',0.171019,'ores',0.130065,'or',0.019209,'orum',0.017734,'oris',0.017096,'us',0.009006,'iqu',0.004268,'ique',0.004266,'ori',0.004242
106,eprehenderit in voluptate velit esse cillum dolore,' e',0.014079,6.150,8,' mag',0.105763,"','",0.092143,'.',0.067361,' vel',0.030263,' et',0.027336,' al',0.020801,' in',0.014719,' e',0.014079,' s',0.009747,' d',0.009713
107,rehenderit in voluptate velit esse cillum dolore e,'u',0.050735,4.301,4,'ius',0.210374,'um',0.169505,'a',0.148945,'u',0.050735,'am',0.042755,'is',0.031325,'o',0.028373,'orum',0.023128,'us',0.022629,'i',0.021583
